_ConceptURI;_ConceptType;_ConceptPT;_ConceptPT (@REF_LN);_Definition
http://ec.europa.eu/esco/skill/15904;SK;Financing theory (teaching);Financing theory (teaching) [@en];
http://ec.europa.eu/esco/skill/17273;SK;Fine blasting;Fine blasting [@en];
http://ec.europa.eu/esco/skill/23698;SK;Fine cutting;Fine cutting [@en];
http://ec.europa.eu/esco/skill/14352;SG;Fine manipulative abilities;Fine manipulative abilities [@en];
http://ec.europa.eu/esco/skill/22162;SK;Fingernail sculpture;Fingernail sculpture [@en];
http://ec.europa.eu/esco/skill/18334;SK;Finnish language teaching;Finnish language teaching [@en];
http://ec.europa.eu/esco/skill/15566;SK;Fire alarm installation;Fire alarm installation [@en];
http://ec.europa.eu/esco/skill/15640;SK;Fire alarm servicing;Fire alarm servicing [@en];
http://ec.europa.eu/esco/skill/18273;SK;Firearms;Firearms [@en];
http://ec.europa.eu/esco/skill/19872;SK;Fire damage cleaning;Fire damage cleaning [@en];
http://ec.europa.eu/esco/skill/23045;SK;Fire-eating;Fire-eating [@en];
http://ec.europa.eu/esco/skill/15008;SK;Fire engineering;Fire engineering [@en];
http://ec.europa.eu/esco/skill/21986;SK;Fire extinguishing supervising;Fire extinguishing supervising [@en];
http://ec.europa.eu/esco/skill/15311;SK;Firefighter coordination;Firefighter coordination [@en];
http://ec.europa.eu/esco/skill/17661;SK;Firefighting;Firefighting [@en];
http://ec.europa.eu/esco/skill/15362;SK;Firefox;Firefox [@en];
http://ec.europa.eu/esco/skill/15099;SK;Fire inspection;Fire inspection [@en];
http://ec.europa.eu/esco/skill/15324;SK;Fire loss inspection (companies);Fire loss inspection (companies) [@en];
http://ec.europa.eu/esco/skill/15320;SK;Fire loss inspection (private);Fire loss inspection (private) [@en];
http://ec.europa.eu/esco/skill/16569;SK;Fireplace brick-laying;Fireplace brick-laying [@en];
http://ec.europa.eu/esco/skill/20189;SK;Fire protection for roofing work;Fire protection for roofing work [@en];
http://ec.europa.eu/esco/skill/20638;SK;Fire-protection glass fitting;Fire-protection glass fitting [@en];
http://ec.europa.eu/esco/skill/15116;SK;Fire protection technology;Fire protection technology [@en];
http://ec.europa.eu/esco/skill/15344;SK;Fire separation;Fire separation [@en];
http://ec.europa.eu/esco/skill/19863;SK;Firewalls;Firewalls [@en];
http://ec.europa.eu/esco/skill/15175;SK;Fire-watching;Fire-watching [@en];
http://ec.europa.eu/esco/skill/14369;SK;Fireworks (web development program);Fireworks (web development program) [@en];
http://ec.europa.eu/esco/skill/20892;SK;First aid (accidents);First aid (accidents) [@en];
http://ec.europa.eu/esco/skill/14252;SK;Fish;Fish [@en];
http://ec.europa.eu/esco/skill/17594;SK;Fish and shellfish cooking;Fish and shellfish cooking [@en];
http://ec.europa.eu/esco/skill/19921;SK;Fish biology;Fish biology [@en];
http://ec.europa.eu/esco/skill/17040;SK;Fish breeding;Fish breeding [@en];
http://ec.europa.eu/esco/skill/14678;SK;Fishery conservation;Fishery conservation [@en];
http://ec.europa.eu/esco/skill/16942;SK;Fishery economics;Fishery economics [@en];
http://ec.europa.eu/esco/skill/19382;SK;Fish filleting;Fish filleting [@en];
http://ec.europa.eu/esco/skill/16957;SK;Fishing tourism (guiding);Fishing tourism (guiding) [@en];
http://ec.europa.eu/esco/skill/16980;SK;Fish processing;Fish processing [@en];
http://ec.europa.eu/esco/skill/14374;SK;Fitness testing;Fitness testing [@en];
http://ec.europa.eu/esco/skill/18286;SK;Fitting of wigs;Fitting of wigs [@en];
http://ec.europa.eu/esco/skill/16576;SK;Fittings;Fittings [@en];
http://ec.europa.eu/esco/skill/18060;SK;Flame;Flame [@en];
http://ec.europa.eu/esco/skill/23633;SK;Flamenco (instrumental performance);Flamenco (instrumental performance) [@en];
http://ec.europa.eu/esco/skill/18171;SK;Flamenco dance;Flamenco dance [@en];
http://ec.europa.eu/esco/skill/18429;SK;Flamenco dancing (teaching);Flamenco dancing (teaching) [@en];
http://ec.europa.eu/esco/skill/14382;SK;Flash;Flash [@en];
http://ec.europa.eu/esco/skill/16798;SK;Flatbed printing;Flatbed printing [@en];
http://ec.europa.eu/esco/skill/20670;SK;Flat glass fitting;Flat glass fitting [@en];
http://ec.europa.eu/esco/skill/16761;SK;Flat knitting machine;Flat knitting machine [@en];
http://ec.europa.eu/esco/skill/16991;SK;Flatlock sewing machine;Flatlock sewing machine [@en];
http://ec.europa.eu/esco/skill/16669;SK;Flexography;Flexography [@en];
http://ec.europa.eu/esco/skill/17037;SK;Flight dispatching;Flight dispatching [@en];
http://ec.europa.eu/esco/skill/22161;SK;Flight hours (250 to 1500);Flight hours (250 to 1500) [@en];
http://ec.europa.eu/esco/skill/22127;SK;Flight hours (less than 250);Flight hours (less than 250) [@en];
http://ec.europa.eu/esco/skill/22209;SK;Flight hours (over 1500);Flight hours (over 1500) [@en];
http://ec.europa.eu/esco/skill/18083;SK;Flint;Flint [@en];
http://ec.europa.eu/esco/skill/22148;SK;Floor acrobatics;Floor acrobatics [@en];
http://ec.europa.eu/esco/skill/20576;SK;Floor cleaning/polishing;Floor cleaning/polishing [@en];
http://ec.europa.eu/esco/skill/20021;SK;Floor grinding;Floor grinding [@en];
http://ec.europa.eu/esco/skill/22150;SK;Flooring;Flooring [@en];
http://ec.europa.eu/esco/skill/20011;SK;Floor-laying;Floor-laying [@en];
http://ec.europa.eu/esco/skill/20167;SK;Floor varnishing;Floor varnishing [@en];
http://ec.europa.eu/esco/skill/19164;SK;Floristry;Floristry [@en];
http://ec.europa.eu/esco/skill/17147;SK;Flour-mill work;Flour-mill work [@en];
http://ec.europa.eu/esco/skill/20084;SK;Flower decoration;Flower decoration [@en];
http://ec.europa.eu/esco/skill/20048;SK;Flower garland making;Flower garland making [@en];
http://ec.europa.eu/esco/skill/18680;SK;Flowers and plants;Flowers and plants [@en];
http://ec.europa.eu/esco/skill/16749;SK;Flow measurement;Flow measurement [@en];
http://ec.europa.eu/esco/skill/18080;SK;Flue gas analysis;Flue gas analysis [@en];
http://ec.europa.eu/esco/skill/22865;SK;Flugel horn (teaching);Flugel horn (teaching) [@en];
http://ec.europa.eu/esco/skill/19019;SK;Flugel horn playing;Flugel horn playing [@en];
http://ec.europa.eu/esco/skill/14752;SK;Flying (teaching);Flying (teaching) [@en];
http://ec.europa.eu/esco/skill/19726;SK;Flying duty;Flying duty [@en];
http://ec.europa.eu/esco/skill/19607;SK;FMEA (Failure Mode and Effects Analysis);FMEA (Failure Mode and Effects Analysis) [@en];
http://ec.europa.eu/esco/skill/18459;SK;Fodder manufacturing industry;Fodder manufacturing industry [@en];
http://ec.europa.eu/esco/skill/21041;SK;Fodder plant cultivation;Fodder plant cultivation [@en];
http://ec.europa.eu/esco/skill/16619;SK;Folding (paper);Folding (paper) [@en];
http://ec.europa.eu/esco/skill/16590;SK;Folding (sheet metal);Folding (sheet metal) [@en];
http://ec.europa.eu/esco/skill/16628;SK;Folk dancing;Folk dancing [@en];
http://ec.europa.eu/esco/skill/14618;SK;Folk dancing (teaching);Folk dancing (teaching) [@en];
http://ec.europa.eu/esco/skill/19284;SK;Folk music (instrumental performance);Folk music (instrumental performance) [@en];
http://ec.europa.eu/esco/skill/17785;SK;Folk music (teaching);Folk music (teaching) [@en];
http://ec.europa.eu/esco/skill/368193;SG;Follow ethical work practices;Follow ethical work practices [@en];
http://ec.europa.eu/esco/skill/17148;SK;Follow-on tools (manufacturing);Follow-on tools (manufacturing) [@en];
http://ec.europa.eu/esco/skill/367832;SG;Follow plan;Follow plan [@en];
http://ec.europa.eu/esco/skill/20076;SK;Food/meat and meat products (teaching);Food/meat and meat products (teaching) [@en];
http://ec.europa.eu/esco/skill/23218;SK;Food allergies;Food allergies [@en];
http://ec.europa.eu/esco/skill/19345;SK;Food baking/pastrymaking (teaching);Food baking/pastrymaking (teaching) [@en];
http://ec.europa.eu/esco/skill/22864;SK;Food chemistry;Food chemistry [@en];
http://ec.europa.eu/esco/skill/20902;SK;Food feature writing;Food feature writing [@en];
http://ec.europa.eu/esco/skill/22929;SK;Food hygiene;Food hygiene [@en];
http://ec.europa.eu/esco/skill/22859;SK;Food industry;Food industry [@en];
http://ec.europa.eu/esco/skill/22852;SK;Food inspection;Food inspection [@en];
http://ec.europa.eu/esco/skill/22725;SK;Food microbiology;Food microbiology [@en];
http://ec.europa.eu/esco/skill/21859;SK;Food packaging;Food packaging [@en];
http://ec.europa.eu/esco/skill/20041;SK;Food photography;Food photography [@en];
http://ec.europa.eu/esco/skill/22347;SK;Food presentation;Food presentation [@en];
http://ec.europa.eu/esco/skill/21337;SK;Food quality rating;Food quality rating [@en];
http://ec.europa.eu/esco/skill/18117;SK;Food technology (engineering);Food technology (engineering) [@en];
http://ec.europa.eu/esco/skill/21985;SK;Food technology (sales);Food technology (sales) [@en];
http://ec.europa.eu/esco/skill/16566;SK;Football (training/coaching);Football (training/coaching) [@en];
http://ec.europa.eu/esco/skill/23523;SK;Foreign correspondence;Foreign correspondence [@en];
http://ec.europa.eu/esco/skill/18595;SK;Foreign debt-collection;Foreign debt-collection [@en];
http://ec.europa.eu/esco/skill/367288;SK;Foreign language;Foreign language [@en];
http://ec.europa.eu/esco/skill/17260;SK;Foreign trade;Foreign trade [@en];
http://ec.europa.eu/esco/skill/15801;SK;Forensic medicine;Forensic medicine [@en];
http://ec.europa.eu/esco/skill/15043;SK;Forensic psychiatric care;Forensic psychiatric care [@en];
http://ec.europa.eu/esco/skill/15514;SK;Forensic psychiatry (medicine);Forensic psychiatry (medicine) [@en];
http://ec.europa.eu/esco/skill/15046;SK;Forensic psychiatry (psychology);Forensic psychiatry (psychology) [@en];
http://ec.europa.eu/esco/skill/14371;SK;Forest assessment;Forest assessment [@en];
http://ec.europa.eu/esco/skill/20846;SK;Forest cleaning;Forest cleaning [@en];
http://ec.europa.eu/esco/skill/15101;SK;Forest conservation;Forest conservation [@en];
http://ec.europa.eu/esco/skill/17547;SK;Forest husbandry;Forest husbandry [@en];
http://ec.europa.eu/esco/skill/14952;SK;Forest management;Forest management [@en];
http://ec.europa.eu/esco/skill/15146;SK;Forest planting;Forest planting [@en];
http://ec.europa.eu/esco/skill/18321;SK;Forest plant nursery production;Forest plant nursery production [@en];
http://ec.europa.eu/esco/skill/21472;SK;Forest plant nursery work;Forest plant nursery work [@en];
http://ec.europa.eu/esco/skill/18417;SK;Forestry;Forestry [@en];
http://ec.europa.eu/esco/skill/22954;SK;Forestry forwarding;Forestry forwarding [@en];
http://ec.europa.eu/esco/skill/22920;SK;Forestry guidance;Forestry guidance [@en];
http://ec.europa.eu/esco/skill/16265;SK;Forestry machines;Forestry machines [@en];
http://ec.europa.eu/esco/skill/16376;SK;Forestry machines (repairing);Forestry machines (repairing) [@en];
http://ec.europa.eu/esco/skill/14829;SK;Forestry supervising;Forestry supervising [@en];
http://ec.europa.eu/esco/skill/14249;SK;Forest stock protection;Forest stock protection [@en];
http://ec.europa.eu/esco/skill/18425;SK;Forest surveying;Forest surveying [@en];
http://ec.europa.eu/esco/skill/14712;SK;Forest valuation;Forest valuation [@en];
http://ec.europa.eu/esco/skill/21196;SK;Fork-lift truck driving;Fork-lift truck driving [@en];
http://ec.europa.eu/esco/skill/21205;SK;Format sawing;Format sawing [@en];
http://ec.europa.eu/esco/skill/15585;SK;Fortepiano playing;Fortepiano playing [@en];
http://ec.europa.eu/esco/skill/19572;SK;Fortran;Fortran [@en];
http://ec.europa.eu/esco/skill/370252;SK;Foster cultural diversity;Foster cultural diversity [@en];
http://ec.europa.eu/esco/skill/370354;SK;Foster quality;Foster quality [@en];
http://ec.europa.eu/esco/skill/370359;SK;Foster social networks;Foster social networks [@en];
http://ec.europa.eu/esco/skill/17032;SK;Foundation reinforcement;Foundation reinforcement [@en];
http://ec.europa.eu/esco/skill/18498;SK;Founding technology;Founding technology [@en];
http://ec.europa.eu/esco/skill/17144;SK;Founding tools (manufacturing);Founding tools (manufacturing) [@en];
http://ec.europa.eu/esco/skill/21281;SK;Foundry metals;Foundry metals [@en];
http://ec.europa.eu/esco/skill/19030;SK;Four-colour printing;Four-colour printing [@en];
http://ec.europa.eu/esco/skill/16433;SK;Four-colour separation;Four-colour separation [@en];
http://ec.europa.eu/esco/skill/17074;SK;Four-high mill;Four-high mill [@en];
http://ec.europa.eu/esco/skill/19603;SK;FPGA (programmable circuit);FPGA (programmable circuit) [@en];
http://ec.europa.eu/esco/skill/21550;SK;Frame sawing;Frame sawing [@en];
http://ec.europa.eu/esco/skill/21619;SK;Framing;Framing [@en];
http://ec.europa.eu/esco/skill/19627;SK;Free dancing;Free dancing [@en];
http://ec.europa.eu/esco/skill/14623;SK;Free dancing (teaching);Free dancing (teaching) [@en];
http://ec.europa.eu/esco/skill/20916;SK;Freelance journalism;Freelance journalism [@en];
http://ec.europa.eu/esco/skill/22036;SK;Freelance photography;Freelance photography [@en];
http://ec.europa.eu/esco/skill/19632;SK;Freinet pedagogy;Freinet pedagogy [@en];
http://ec.europa.eu/esco/skill/19474;SK;French cuisine;French cuisine [@en];
http://ec.europa.eu/esco/skill/17836;SK;French horn (teaching);French horn (teaching) [@en];
http://ec.europa.eu/esco/skill/18976;SK;French horn playing;French horn playing [@en];
http://ec.europa.eu/esco/skill/18337;SK;French language teaching;French language teaching [@en];
http://ec.europa.eu/esco/skill/21233;SK;Freshwater fishing;Freshwater fishing [@en];
http://ec.europa.eu/esco/skill/23559;SK;Frozen foods;Frozen foods [@en];
http://ec.europa.eu/esco/skill/23861;SK;Fruit;Fruit [@en];
http://ec.europa.eu/esco/skill/21037;SK;Fruit growing;Fruit growing [@en];
http://ec.europa.eu/esco/skill/21080;SK;Fruit picking;Fruit picking [@en];
http://ec.europa.eu/esco/skill/15543;SK;Functionally impaired (care);Functionally impaired (care) [@en];
http://ec.europa.eu/esco/skill/23701;SK;Functionally impaired (occupational therapy);Functionally impaired (occupational therapy) [@en];
http://ec.europa.eu/esco/skill/15273;SK;Funeral services;Funeral services [@en];
http://ec.europa.eu/esco/skill/20977;SK;Funk (instrumental performance);Funk (instrumental performance) [@en];
http://ec.europa.eu/esco/skill/19037;SK;Funk (vocal performance);Funk (vocal performance) [@en];
http://ec.europa.eu/esco/skill/17850;SK;Fur cleaning;Fur cleaning [@en];
http://ec.europa.eu/esco/skill/19259;SK;Fur clothing (manufacture);Fur clothing (manufacture) [@en];
http://ec.europa.eu/esco/skill/23739;SK;Fur dry cleaning;Fur dry cleaning [@en];
http://ec.europa.eu/esco/skill/23839;SK;Fur farming;Fur farming [@en];
http://ec.europa.eu/esco/skill/16657;SK;Fur harvest;Fur harvest [@en];
http://ec.europa.eu/esco/skill/22981;SK;Furnishing (fitting);Furnishing (fitting) [@en];
http://ec.europa.eu/esco/skill/23782;SK;Furniture;Furniture [@en];
http://ec.europa.eu/esco/skill/19302;SK;Furniture assembly;Furniture assembly [@en];
http://ec.europa.eu/esco/skill/18713;SK;Furniture cleaning;Furniture cleaning [@en];
http://ec.europa.eu/esco/skill/15984;SK;Furniture conservation;Furniture conservation [@en];
http://ec.europa.eu/esco/skill/18649;SK;Furniture design;Furniture design [@en];
http://ec.europa.eu/esco/skill/20976;SK;Furniture renovation;Furniture renovation [@en];
http://ec.europa.eu/esco/skill/21243;SK;Furniture upholstery;Furniture upholstery [@en];
http://ec.europa.eu/esco/skill/21090;SK;Furniture upholstery (providing training);Furniture upholstery (providing training) [@en];
http://ec.europa.eu/esco/skill/23750;SK;Furniture valuation;Furniture valuation [@en];
http://ec.europa.eu/esco/skill/17853;SK;Fur repair work;Fur repair work [@en];
http://ec.europa.eu/esco/skill/23710;SK;Furs;Furs [@en];
http://ec.europa.eu/esco/skill/23743;SK;Fur sewing;Fur sewing [@en];
http://ec.europa.eu/esco/skill/23615;SK;Fusion (instrumental performance);Fusion (instrumental performance) [@en];
http://ec.europa.eu/esco/skill/19032;SK;Fusion vocal performance;Fusion vocal performance [@en];
http://ec.europa.eu/esco/skill/19464;SK;Futurology;Futurology [@en];
http://ec.europa.eu/esco/skill/20776;SK;Galenic pharmacy (preparation of pharmaceuticals);Galenic pharmacy (preparation of pharmaceuticals) [@en];
http://ec.europa.eu/esco/skill/23900;SK;Galileo travel reservation system;Galileo travel reservation system [@en];
http://ec.europa.eu/esco/skill/20712;SK;Galvanisation;Galvanisation [@en];
http://ec.europa.eu/esco/skill/16285;SK;Game conservation;Game conservation [@en];
http://ec.europa.eu/esco/skill/15597;SK;Gamekeeping;Gamekeeping [@en];
http://ec.europa.eu/esco/skill/15650;SK;Game preservation planning;Game preservation planning [@en];
http://ec.europa.eu/esco/skill/22869;SK;Game research;Game research [@en];
http://ec.europa.eu/esco/skill/19951;SK;Game stocktaking;Game stocktaking [@en];
http://ec.europa.eu/esco/skill/14263;SK;Gaming sales (online gambling terminal Spectra);Gaming sales (online gambling terminal Spectra) [@en];
http://ec.europa.eu/esco/skill/19649;SK;Garden centre work;Garden centre work [@en];
http://ec.europa.eu/esco/skill/19340;SK;Gardening;Gardening [@en];
http://ec.europa.eu/esco/skill/17748;SK;Gardening (teaching);Gardening (teaching) [@en];
http://ec.europa.eu/esco/skill/14488;SK;Gardening guidance;Gardening guidance [@en];
http://ec.europa.eu/esco/skill/15674;SK;Garden landscaping;Garden landscaping [@en];
http://ec.europa.eu/esco/skill/16331;SK;Garden machinery operating;Garden machinery operating [@en];
http://ec.europa.eu/esco/skill/19193;SK;Garden tools;Garden tools [@en];
http://ec.europa.eu/esco/skill/19276;SK;Gas chromatography (GC);Gas chromatography (GC) [@en];
http://ec.europa.eu/esco/skill/20594;SK;Gas cutting;Gas cutting [@en];
http://ec.europa.eu/esco/skill/20138;SK;Gas refilling;Gas refilling [@en];
http://ec.europa.eu/esco/skill/20618;SK;Gas safety;Gas safety [@en];
http://ec.europa.eu/esco/skill/20568;SK;Gas scarfing;Gas scarfing [@en];
http://ec.europa.eu/esco/skill/15385;SK;Gastroenterology/hepatology;Gastroenterology/hepatology [@en];
http://ec.europa.eu/esco/skill/20571;SK;Gas turbine plant (maintenance);Gas turbine plant (maintenance) [@en];
http://ec.europa.eu/esco/skill/20599;SK;Gas welding;Gas welding [@en];
http://ec.europa.eu/esco/skill/369400;SK;Gather data;Gather data [@en];
http://ec.europa.eu/esco/skill/18447;SK;GCL;GCL [@en];
http://ec.europa.eu/esco/skill/21001;SK;Gearbox repairing;Gearbox repairing [@en];
http://ec.europa.eu/esco/skill/22732;SK;Gear milling;Gear milling [@en];
http://ec.europa.eu/esco/skill/20311;SK;Gemology;Gemology [@en];
http://ec.europa.eu/esco/skill/17555;SK;Gem setting;Gem setting [@en];
http://ec.europa.eu/esco/skill/15481;SK;Gender equality issues;Gender equality issues [@en];
http://ec.europa.eu/esco/skill/18121;SK;Gender science;Gender science [@en];
http://ec.europa.eu/esco/skill/21595;SK;Gender science (teaching);Gender science (teaching) [@en];
http://ec.europa.eu/esco/skill/18367;SK;Genealogy;Genealogy [@en];
http://ec.europa.eu/esco/skill/21104;SK;Genealogy (teaching);Genealogy (teaching) [@en];
http://ec.europa.eu/esco/skill/18304;SK;General cargo handling;General cargo handling [@en];
http://ec.europa.eu/esco/skill/19101;SK;General description;General description [@en];
http://ec.europa.eu/esco/skill/15454;SK;General dishwashing;General dishwashing [@en];
http://ec.europa.eu/esco/skill/16614;SK;General education work;General education work [@en];
http://ec.europa.eu/esco/skill/19104;SK;General linguistics (teaching);General linguistics (teaching) [@en];
http://ec.europa.eu/esco/skill/17963;SK;General nursing;General nursing [@en];
http://ec.europa.eu/esco/skill/22653;SK;General nursing (teaching);General nursing (teaching) [@en];
http://ec.europa.eu/esco/skill/20936;SK;General physiotherapy;General physiotherapy [@en];
http://ec.europa.eu/esco/skill/17725;SK;General porter work;General porter work [@en];
http://ec.europa.eu/esco/skill/14695;SK;General practice;General practice [@en];
http://ec.europa.eu/esco/skill/15026;SK;General psychiatric practice;General psychiatric practice [@en];
http://ec.europa.eu/esco/skill/18507;SK;General subject courses (teaching);General subject courses (teaching) [@en];
http://ec.europa.eu/esco/skill/15594;SK;General welding;General welding [@en];
http://ec.europa.eu/esco/skill/368023;SG;Generate new ideas;Generate new ideas [@en];
http://ec.europa.eu/esco/skill/20352;SK;Genetics;Genetics [@en];
http://ec.europa.eu/esco/skill/20667;SK;Geochemistry;Geochemistry [@en];
http://ec.europa.eu/esco/skill/20862;SK;Geochemistry (teaching);Geochemistry (teaching) [@en];
http://ec.europa.eu/esco/skill/20360;SK;Geodesy;Geodesy [@en];
http://ec.europa.eu/esco/skill/20184;SK;Geographical information system;Geographical information system [@en];
http://ec.europa.eu/esco/skill/22363;SK;Geographical information system (teaching);Geographical information system (teaching) [@en];
http://ec.europa.eu/esco/skill/16129;SK;Geography (teaching);Geography (teaching) [@en];
http://ec.europa.eu/esco/skill/21014;SK;Geology (teaching);Geology (teaching) [@en];
http://ec.europa.eu/esco/skill/18653;SK;Geophysics;Geophysics [@en];
http://ec.europa.eu/esco/skill/20690;SK;Geoprojection;Geoprojection [@en];
http://ec.europa.eu/esco/skill/23343;SK;Geoscience;Geoscience [@en];
http://ec.europa.eu/esco/skill/20107;SK;Geoscience (teaching);Geoscience (teaching) [@en];
http://ec.europa.eu/esco/skill/20687;SK;Geotechnology;Geotechnology [@en];
http://ec.europa.eu/esco/skill/21989;SK;Geotechnology (sales);Geotechnology (sales) [@en];
http://ec.europa.eu/esco/skill/17968;SK;Geriatric care;Geriatric care [@en];
http://ec.europa.eu/esco/skill/23570;SK;Geriatric care (nursing);Geriatric care (nursing) [@en];
http://ec.europa.eu/esco/skill/17971;SK;Geriatric psychology;Geriatric psychology [@en];
http://ec.europa.eu/esco/skill/15396;SK;Geriatrics;Geriatrics [@en];
http://ec.europa.eu/esco/skill/18067;SK;Geriatrics (teaching);Geriatrics (teaching) [@en];
http://ec.europa.eu/esco/skill/18224;SK;German language teaching;German language teaching [@en];
http://ec.europa.eu/esco/skill/19447;SK;Gerontology/geriatrics (medicine);Gerontology/geriatrics (medicine) [@en];
http://ec.europa.eu/esco/skill/17952;SK;Gestalt therapy;Gestalt therapy [@en];
http://ec.europa.eu/esco/skill/16552;SK;GifBuilder;GifBuilder [@en];
http://ec.europa.eu/esco/skill/22156;SK;Gilding wood surfaces;Gilding wood surfaces [@en];
http://ec.europa.eu/esco/skill/369031;SK;Give constructive criticism;Give constructive criticism [@en];
http://ec.europa.eu/esco/skill/18566;SK;Glaciology;Glaciology [@en];
http://ec.europa.eu/esco/skill/21025;SK;Glaciology (teaching);Glaciology (teaching) [@en];
http://ec.europa.eu/esco/skill/23549;SK;Glass and porcelain articles;Glass and porcelain articles [@en];
http://ec.europa.eu/esco/skill/18322;SK;Glass-blowing;Glass-blowing [@en];
http://ec.europa.eu/esco/skill/21225;SK;Glass decorations (manufacturing and assembly);Glass decorations (manufacturing and assembly) [@en];
http://ec.europa.eu/esco/skill/18319;SK;Glass design;Glass design [@en];
http://ec.europa.eu/esco/skill/21267;SK;Glass engraving;Glass engraving [@en];
http://ec.europa.eu/esco/skill/18615;SK;Glass etching;Glass etching [@en];
http://ec.europa.eu/esco/skill/18608;SK;Glass fibre manufacturing;Glass fibre manufacturing [@en];
http://ec.europa.eu/esco/skill/23365;SK;Glass gathering;Glass gathering [@en];
http://ec.europa.eu/esco/skill/17432;SK;Glass grinding;Glass grinding [@en];
http://ec.europa.eu/esco/skill/21534;SK;Glass polishing;Glass polishing [@en];
http://ec.europa.eu/esco/skill/18718;SK;Glass staining;Glass staining [@en];
http://ec.europa.eu/esco/skill/18695;SK;Glaze preparation;Glaze preparation [@en];
http://ec.europa.eu/esco/skill/17443;SK;Glazing;Glazing [@en];
http://ec.europa.eu/esco/skill/21692;SK;Glockenspiel playing;Glockenspiel playing [@en];
http://ec.europa.eu/esco/skill/16268;SK;Gloves and bags;Gloves and bags [@en];
http://ec.europa.eu/esco/skill/19443;SK;GLP (Good Laboratory Practice);GLP (Good Laboratory Practice) [@en];
http://ec.europa.eu/esco/skill/22038;SK;GMP (Good Machine Practice);GMP (Good Machine Practice) [@en];
http://ec.europa.eu/esco/skill/20550;SK;GMP (Good Manufacturing Practice);GMP (Good Manufacturing Practice) [@en];
http://ec.europa.eu/esco/skill/20454;SK;Gold (dental work);Gold (dental work) [@en];
http://ec.europa.eu/esco/skill/23867;SK;Gold (design);Gold (design) [@en];
http://ec.europa.eu/esco/skill/19287;SK;Goldsmith work;Goldsmith work [@en];
http://ec.europa.eu/esco/skill/16835;SK;Golf (training/coaching);Golf (training/coaching) [@en];
http://ec.europa.eu/esco/skill/15607;SK;Golf course greenkeeping;Golf course greenkeeping [@en];
http://ec.europa.eu/esco/skill/21282;SK;Golfing articles;Golfing articles [@en];
http://ec.europa.eu/esco/skill/15952;SK;Golf shoes (manufacturing);Golf shoes (manufacturing) [@en];
http://ec.europa.eu/esco/skill/19654;SK;Golf tours (guiding);Golf tours (guiding) [@en];
http://ec.europa.eu/esco/skill/16536;SK;GoLive;GoLive [@en];
http://ec.europa.eu/esco/skill/16813;SK;Goods arrival control;Goods arrival control [@en];
http://ec.europa.eu/esco/skill/17734;SK;Goods delivery;Goods delivery [@en];
http://ec.europa.eu/esco/skill/15027;SK;Goods valuation;Goods valuation [@en];
http://ec.europa.eu/esco/skill/22607;SK;Goods wagon (repairing);Goods wagon (repairing) [@en];
http://ec.europa.eu/esco/skill/22928;SK;Gospel vocal performance;Gospel vocal performance [@en];
http://ec.europa.eu/esco/skill/17950;SK;Gourmet cooking (teaching);Gourmet cooking (teaching) [@en];
http://ec.europa.eu/esco/skill/21379;SK;Governmental administration;Governmental administration [@en];
http://ec.europa.eu/esco/skill/21508;SK;Governmental employment agreements;Governmental employment agreements [@en];
http://ec.europa.eu/esco/skill/19022;SK;GPRS system;GPRS system [@en];
http://ec.europa.eu/esco/skill/15605;SK;GPS (global positioning system);GPS (global positioning system) [@en];
http://ec.europa.eu/esco/skill/20735;SK;Grab bucket;Grab bucket [@en];
http://ec.europa.eu/esco/skill/19133;SK;Grading (pattern design);Grading (pattern design) [@en];
http://ec.europa.eu/esco/skill/19471;SK;Graffiti cleaning;Graffiti cleaning [@en];
http://ec.europa.eu/esco/skill/19589;SK;Grain growing;Grain growing [@en];
http://ec.europa.eu/esco/skill/19508;SK;Grand pianos (repairing);Grand pianos (repairing) [@en];
http://ec.europa.eu/esco/skill/16565;SK;Granite masonry;Granite masonry [@en];
http://ec.europa.eu/esco/skill/23833;SK;Graphical-technical engineering;Graphical-technical engineering [@en];
http://ec.europa.eu/esco/skill/20359;SK;Graphical user interface programming;Graphical user interface programming [@en];
http://ec.europa.eu/esco/skill/19774;SK;Graphical user interface system development;Graphical user interface system development [@en];
http://ec.europa.eu/esco/skill/19132;SK;Graphic art;Graphic art [@en];
http://ec.europa.eu/esco/skill/22040;SK;Graphic design;Graphic design [@en];
http://ec.europa.eu/esco/skill/16780;SK;Graphic design (teaching);Graphic design (teaching) [@en];
http://ec.europa.eu/esco/skill/19231;SK;Graphics programs;Graphics programs [@en];
http://ec.europa.eu/esco/skill/22091;SK;Graphing;Graphing [@en];
http://ec.europa.eu/esco/skill/15284;SK;Graphite work;Graphite work [@en];
http://ec.europa.eu/esco/skill/17073;SK;Gravel pit work;Gravel pit work [@en];
http://ec.europa.eu/esco/skill/19719;SK;Graves (archaeology);Graves (archaeology) [@en];
http://ec.europa.eu/esco/skill/23803;SK;Gravestone production;Gravestone production [@en];
http://ec.europa.eu/esco/skill/21330;SK;Gravimetry;Gravimetry [@en];
http://ec.europa.eu/esco/skill/19050;SK;Greek language teaching;Greek language teaching [@en];
http://ec.europa.eu/esco/skill/14558;SK;Greenhouse cultivation;Greenhouse cultivation [@en];
http://ec.europa.eu/esco/skill/15980;SK;Green space maintenance;Green space maintenance [@en];
